Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy,time/hour,time/minute,Humiditiy_d1,CO2_d1,Light_d1,Temperature_d1,Humiditiy_d3,CO2_d3,Light_d3,Temperature_d3,Humiditiy_d5,CO2_d5,Light_d5,Temperature_d5
21.76,31.1333333333333,437.333333333333,1029.66666666667,0.00502101089021385,1,14,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.79,31.0,437.333333333333,1000.0,0.00500858127480172,1,14,49,-0.13333333333330089,-29.666666666669926,0.0,0.029999999999997584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.7675,31.1225,434.0,1003.75,0.0050215691326541,1,14,50,0.12249999999999872,3.75,-3.3333333333329733,-0.022500000000000853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.7675,31.1225,439.0,1009.5,0.0050215691326541,1,14,51,0.0,5.75,5.0,0.0,-0.010833333333302164,-20.166666666669926,1.6666666666670267,0.0074999999999967315,0.0,0.0,0.0,0.0
21.79,31.1333333333333,437.333333333333,1005.6666666666699,0.005030297778678821,1,14,52,0.010833333333302164,-3.8333333333300743,-1.6666666666670267,0.022500000000000853,0.13333333333330089,5.666666666669926,0.0,0.0,0.0,0.0,0.0,0.0
21.76,31.26,437.333333333333,1014.3333333333301,0.00504160456530272,1,14,53,0.12666666666670068,8.666666666660149,0.0,-0.029999999999997584,0.13750000000000284,10.583333333330074,3.3333333333329733,-0.0074999999999967315,0.12666666666670068,-15.333333333339851,0.0,0.0
21.79,31.1975,434.0,1018.5,0.0050407493823522295,1,14,54,-0.0625,4.166666666669926,-3.3333333333329733,0.029999999999997584,0.07500000000000284,9.0,-5.0,0.022500000000000853,0.19750000000000156,18.5,-3.3333333333329733,0.0
21.79,31.393333333333302,437.333333333333,1018.6666666666699,0.00507264928829298,1,14,55,0.19583333333330089,0.1666666666699257,3.3333333333329733,0.0,0.26000000000000156,13.0,0.0,0.0,0.2708333333333037,14.916666666669926,3.3333333333329733,0.022500000000000853
21.79,31.3175,434.0,1022.0,0.00506029617368585,1,14,56,-0.07583333333330344,3.3333333333300743,-3.3333333333329733,0.0,0.05749999999999744,7.666666666669926,-3.3333333333329733,0.029999999999997584,0.19500000000000028,12.5,-5.0,0.022500000000000853
21.79,31.463333333333303,437.333333333333,1027.33333333333,0.00508405259531726,1,14,57,0.14583333333330373,5.333333333330074,3.3333333333329733,0.0,0.26583333333330117,8.833333333330074,3.3333333333329733,0.0,0.33000000000000185,21.66666666666015,0.0,0.0
21.79,31.525,437.75,1047.75,0.00509409870941305,1,14,58,0.061666666666695846,20.416666666669926,0.4166666666670267,0.0,0.13166666666669613,29.083333333330074,0.4166666666670267,0.0,0.264999999999997,33.416666666669926,0.4166666666670267,0.029999999999997584
21.79,31.575,441.75,1049.0,0.00510224444363126,1,14,59,0.05000000000000071,1.25,4.0,0.0,0.2575000000000003,27.0,7.75,0.0,0.3774999999999977,30.5,7.75,0.0
21.79,31.395,442.0,1061.5,0.00507292079078337,1,15,0,-0.17999999999999972,12.5,0.25,0.0,-0.06833333333330316,34.166666666669926,4.666666666667027,0.0,0.0016666666666971253,42.833333333330074,4.666666666667027,0.0
21.79,31.3925,441.75,1049.0,0.00507251353713595,1,15,1,-0.002500000000001279,-12.5,-0.25,0.0,-0.13250000000000028,1.25,4.0,0.0,0.07499999999999929,27.0,7.75,0.0
21.79,31.5,441.5,1048.0,0.00509002592166009,1,15,2,0.1075000000000017,-1.0,-0.25,0.0,-0.07499999999999929,-1.0,-0.25,0.0,0.03666666666669727,20.666666666669926,4.166666666667027,0.0
21.815,31.5,438.0,1049.25,0.00509786935872823,1,15,3,0.0,1.25,-3.5,0.02500000000000213,0.10500000000000043,-12.25,-4.0,0.02500000000000213,-0.02499999999999858,1.5,0.25,0.02500000000000213
21.815,31.4725,449.5,1051.25,0.0050933823938006,1,15,4,-0.027499999999999858,2.0,11.5,0.0,0.08000000000000185,2.25,7.75,0.02500000000000213,-0.10249999999999915,2.25,7.75,0.02500000000000213
21.89,31.6,449.5,1060.5,0.0051378566839722,1,15,5,0.12750000000000128,9.25,0.0,0.07499999999999929,0.10000000000000142,12.5,8.0,0.10000000000000142,0.20500000000000185,-1.0,7.5,0.10000000000000142
21.79,31.55,449.5,1059.5,0.00509817155006976,1,15,6,-0.05000000000000071,-1.0,0.0,-0.10000000000000142,0.05000000000000071,10.25,11.5,-0.02500000000000213,0.15750000000000242,10.5,7.75,0.0
21.823333333333302,31.73,447.666666666667,1072.0,0.00513803548952273,1,15,7,0.17999999999999972,12.5,-1.8333333333329733,0.03333333333330302,0.2575000000000003,20.75,-1.8333333333329733,0.008333333333300885,0.23000000000000043,24.0,6.166666666667027,0.03333333333330302
21.865,31.7225,449.5,1072.33333333333,0.0051500071229848895,1,15,8,-0.007500000000000284,0.3333333333300743,1.8333333333329733,0.04166666666669627,0.12249999999999872,11.833333333330074,0.0,-0.02500000000000213,0.22250000000000014,23.083333333330074,11.5,0.04999999999999716
21.89,31.745,449.5,1075.33333333333,0.005161627932877879,1,15,9,0.022500000000000853,3.0,0.0,0.02500000000000213,0.19500000000000028,15.833333333330074,0.0,0.10000000000000142,0.27250000000000085,24.083333333330074,0.0,0.07499999999999929
21.89,31.7675,449.5,1087.0,0.0051653167364614705,1,15,10,0.0224999999999973,11.666666666669926,0.0,0.0,0.03749999999999787,15.0,1.8333333333329733,0.0666666666666984,0.16749999999999687,26.5,0.0,0.0
21.89,31.7675,437.75,1083.25,0.0051653167364614705,1,15,11,0.0,-3.75,-11.75,0.0,0.04499999999999815,10.916666666669926,-11.75,0.02500000000000213,0.21749999999999758,23.75,-11.75,0.10000000000000142
21.89,31.79,442.666666666667,1086.33333333333,0.00516900558343851,1,15,12,0.022500000000000853,3.0833333333300743,4.916666666667027,0.0,0.04499999999999815,11.0,-6.833333333332973,0.0,0.05999999999999872,14.333333333330074,-5.0,0.0666666666666984
21.89,31.79,437.333333333333,1091.0,0.00516900558343851,1,15,13,0.0,4.666666666669926,-5.333333333334053,0.0,0.022500000000000853,4.0,-12.166666666667027,0.0,0.067499999999999,18.666666666669926,-12.166666666667027,0.02500000000000213
21.89,31.89,439.0,1100.0,0.00518540098391904,1,15,14,0.10000000000000142,9.0,1.6666666666670267,0.0,0.12250000000000227,16.75,1.25,0.0,0.14499999999999957,24.666666666669926,-10.5,0.0
21.89,31.89,444.0,1101.0,0.00518540098391904,1,15,15,0.0,1.0,5.0,0.0,0.10000000000000142,14.666666666669926,1.3333333333329733,0.0,0.12250000000000227,14.0,-5.5,0.0
21.89,31.865,444.0,1107.0,0.005181302053435579,1,15,16,-0.02500000000000213,6.0,0.0,0.0,0.07499999999999929,16.0,6.666666666667027,0.0,0.09750000000000014,23.75,6.25,0.0
21.89,31.79,444.0,1110.0,0.00516900558343851,1,15,17,-0.07499999999999929,3.0,0.0,0.0,-0.10000000000000142,10.0,5.0,0.0,0.0,23.666666666669926,1.3333333333329733,0.0
21.89,31.865,444.0,1101.75,0.005181302053435579,1,15,18,0.07499999999999929,-8.25,0.0,0.0,-0.02500000000000213,0.75,0.0,0.0,0.07499999999999929,10.75,6.666666666667027,0.0
21.89,31.73,444.0,1100.0,0.0051591687545959,1,15,19,-0.134999999999998,-1.75,0.0,0.0,-0.134999999999998,-7.0,0.0,0.0,-0.16000000000000014,0.0,5.0,0.0
21.89,31.7225,444.0,1092.75,0.0051579391726869605,1,15,20,-0.007500000000000284,-7.25,0.0,0.0,-0.067499999999999,-17.25,0.0,0.0,-0.16750000000000043,-8.25,0.0,0.0
21.89,31.7,444.0,1092.5,0.00515425045588796,1,15,21,-0.022500000000000853,-0.25,0.0,0.0,-0.16499999999999915,-9.25,0.0,0.0,-0.16499999999999915,-14.5,0.0,0.0
21.89,31.695,436.5,1094.0,0.00515343074693639,1,15,22,-0.004999999999999005,1.5,-7.5,0.0,-0.03500000000000014,-6.0,-7.5,0.0,-0.09499999999999886,-16.0,-7.5,0.0
21.89,31.5666666666667,434.0,1085.66666666667,0.00513239228379069,1,15,23,-0.12833333333330188,-8.333333333330074,-2.5,0.0,-0.15583333333330174,-7.083333333330074,-10.0,0.0,-0.29833333333330003,-16.083333333330074,-10.0,0.0
21.89,31.55,436.5,1047.0,0.005129660119409229,0,15,24,-0.016666666666697694,-38.666666666669926,2.5,0.0,-0.14999999999999858,-45.5,-7.5,0.0,-0.17999999999999972,-53.0,-7.5,0.0
21.89,31.36,434.0,1031.0,0.00509851512797734,0,15,25,-0.19000000000000128,-16.0,-2.5,0.0,-0.33500000000000085,-63.0,-2.5,0.0,-0.3625000000000007,-61.75,-10.0,0.0
21.89,31.125,432.75,977.5,0.00505999797020354,0,15,26,-0.23499999999999943,-53.5,-1.25,0.0,-0.4416666666666984,-108.16666666666993,-1.25,0.0,-0.5749999999999993,-115.0,-11.25,0.0
21.89,31.15,436.5,961.25,0.00506409531527447,1,15,27,0.02499999999999858,-16.25,3.75,0.0,-0.40000000000000213,-85.75,0.0,0.0,-0.5450000000000017,-132.75,0.0,0.0
21.89,31.0633333333333,434.0,948.0,0.005049891414628379,1,15,28,-0.08666666666669798,-13.25,-2.5,0.0,-0.29666666666669883,-83.0,0.0,0.0,-0.5033333333333978,-137.66666666666993,0.0,0.0
21.89,30.77,429.0,913.25,0.00500182144829266,1,15,29,-0.293333333333301,-34.75,-5.0,0.0,-0.3550000000000004,-64.25,-3.75,0.0,-0.7800000000000011,-133.75,-7.5,0.0
21.89,30.7675,432.75,882.5,0.00500141179275406,1,15,30,-0.002500000000001279,-30.75,3.75,0.0,-0.3825000000000003,-78.75,-3.75,0.0,-0.5925000000000011,-148.5,-1.25,0.0
21.89,30.945,429.0,884.5,0.00503049866628219,1,15,31,0.177500000000002,2.0,-3.75,0.0,-0.11833333333330032,-63.5,-5.0,0.0,-0.17999999999999972,-93.0,-3.75,0.0
21.89,30.7925,429.0,899.0,0.00500550837222886,1,15,32,-0.15249999999999986,14.5,0.0,0.0,0.022500000000000853,-14.25,0.0,0.0,-0.35749999999999815,-62.25,-7.5,0.0
21.89,30.77,432.75,888.25,0.00500182144829266,1,15,33,-0.022500000000000853,-10.75,3.75,0.0,0.002500000000001279,5.75,0.0,0.0,-0.293333333333301,-59.75,-1.25,0.0
21.89,30.795,436.5,878.5,0.00500591803312054,1,15,34,0.02500000000000213,-9.75,3.75,0.0,-0.14999999999999858,-6.0,7.5,0.0,0.02500000000000213,-34.75,7.5,0.0
21.89,30.8175,429.0,891.25,0.00500960500523488,1,15,35,0.0224999999999973,12.75,-7.5,0.0,0.02499999999999858,-7.75,0.0,0.0,0.05000000000000071,8.75,-3.75,0.0
21.89,30.65,436.5,896.5,0.0049821585862417,1,15,36,-0.16750000000000043,5.25,7.5,0.0,-0.120000000000001,8.25,3.75,0.0,-0.2950000000000017,12.0,7.5,0.0
21.89,30.7475,429.0,889.5,0.00499813456771599,1,15,37,0.09750000000000014,-7.0,-7.5,0.0,-0.047500000000002984,11.0,-7.5,0.0,-0.045000000000001705,-9.5,0.0,0.0
21.89,30.7633333333333,429.0,887.333333333333,0.00500072903471261,1,15,38,0.01583333333330117,-2.16666666666697,0.0,0.0,-0.054166666666699115,-3.91666666666697,0.0,0.0,-0.006666666666699683,-0.9166666666669698,-3.75,0.0
21.89,30.77,429.0,893.5,0.00500182144829266,1,15,39,0.006666666666699683,6.16666666666697,0.0,0.0,0.120000000000001,-3.0,-7.5,0.0,-0.02500000000000213,15.0,-7.5,0.0
21.89,30.445,429.0,832.5,0.00494857071640284,1,15,40,-0.3249999999999993,-61.0,0.0,0.0,-0.30249999999999844,-57.0,0.0,0.0,-0.3724999999999987,-58.75,0.0,0.0
21.89,30.5666666666667,429.0,829.0,0.00496850454649975,1,15,41,0.12166666666669812,-3.5,0.0,0.0,-0.1966666666666015,-58.33333333333303,0.0,0.0,-0.08333333333330017,-67.5,-7.5,0.0
21.89,30.5,429.0,829.25,0.00495758174288195,1,15,42,-0.0666666666666984,0.25,0.0,0.0,-0.2699999999999996,-64.25,0.0,0.0,-0.24749999999999872,-60.25,0.0,0.0
21.89,30.575,429.0,850.5,0.00496986992371244,1,15,43,0.07499999999999929,21.25,0.0,0.0,0.129999999999999,18.0,0.0,0.0,-0.1883333333333006,-36.83333333333303,0.0,0.0
21.89,30.6,429.0,844.0,0.00497396609103204,1,15,44,0.02500000000000213,-6.5,0.0,0.0,0.03333333333330302,15.0,0.0,0.0,-0.16999999999999815,-49.5,0.0,0.0
21.89,30.55,429.0,840.25,0.0049657738099149204,1,15,45,-0.05000000000000071,-3.75,0.0,0.0,0.05000000000000071,11.0,0.0,0.0,0.10500000000000043,7.75,0.0,0.0
21.865,30.55,429.0,823.75,0.004958139614759429,1,15,46,0.0,-16.5,0.0,-0.02500000000000213,-0.02499999999999858,-26.75,0.0,-0.02500000000000213,-0.016666666666697694,-5.25,0.0,-0.02500000000000213
21.89,30.6,429.0,824.0,0.00497396609103204,1,15,47,0.05000000000000071,0.25,0.0,0.02500000000000213,0.0,-20.0,0.0,0.0,0.10000000000000142,-5.25,0.0,0.0
21.89,30.34,429.0,813.0,0.00493136856692414,1,15,48,-0.26000000000000156,-11.0,0.0,0.0,-0.21000000000000085,-27.25,0.0,0.0,-0.23499999999999943,-37.5,0.0,0.0
21.89,30.356666666666698,429.0,802.0,0.00493409900381388,1,15,49,0.016666666666697694,-11.0,0.0,0.0,-0.19333333333330316,-21.75,0.0,0.02500000000000213,-0.24333333333330387,-42.0,0.0,0.0
21.865,30.3925,429.0,810.75,0.00493237531114486,1,15,50,0.03583333333330074,8.75,0.0,-0.02500000000000213,-0.20750000000000313,-13.25,0.0,-0.02500000000000213,-0.15750000000000242,-29.5,0.0,-0.02500000000000213
21.89,30.356666666666698,429.0,805.333333333333,0.00493409900381388,1,15,51,-0.03583333333330074,-5.41666666666697,0.0,0.02500000000000213,0.016666666666697694,-7.66666666666697,0.0,0.0,-0.19333333333330316,-18.41666666666697,0.0,0.02500000000000213
21.89,30.315,429.0,796.5,0.00492727295618295,1,15,52,-0.04166666666669627,-8.83333333333303,0.0,0.0,-0.04166666666669627,-5.5,0.0,0.0,-0.28500000000000014,-27.5,0.0,0.0
21.89,30.2,429.0,795.0,0.00490843383598124,1,15,53,-0.11500000000000199,-1.5,0.0,0.0,-0.192499999999999,-15.75,0.0,0.02500000000000213,-0.14000000000000057,-18.0,0.0,0.0
21.89,30.34,429.0,793.5,0.00493136856692414,1,15,54,0.14000000000000057,-1.5,0.0,0.0,-0.016666666666697694,-11.83333333333303,0.0,0.0,-0.016666666666697694,-8.5,0.0,0.0
21.89,30.295,429.0,790.5,0.0049239965061181,1,15,55,-0.04499999999999815,-3.0,0.0,0.0,-0.019999999999999574,-6.0,0.0,0.0,-0.09749999999999659,-20.25,0.0,0.02500000000000213
